RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,1/31/00,2/29/00,3/31/00,4/30/00,5/31/00,6/30/00,7/31/00,8/31/00,9/30/00,10/31/00,11/30/00,12/31/00,1/31/01,2/28/01,3/31/01,4/30/01,5/31/01,6/30/01,7/31/01,8/31/01,9/30/01,10/31/01,11/30/01,12/31/01,1/31/02,2/28/02,3/31/02,4/30/02,5/31/02,6/30/02,7/31/02,8/31/02,9/30/02,10/31/02,11/30/02,12/31/02,1/31/03,2/28/03,3/31/03,4/30/03,5/31/03,6/30/03,7/31/03,8/31/03,9/30/03,10/31/03,11/30/03,12/31/03,1/31/04,2/29/04,3/31/04,4/30/04,5/31/04,6/30/04,7/31/04,8/31/04,9/30/04,10/31/04,11/30/04,12/31/04,1/31/05,2/28/05,3/31/05,4/30/05,5/31/05,6/30/05,7/31/05,8/31/05,9/30/05,10/31/05,11/30/05,12/31/05,1/31/06,2/28/06,3/31/06,4/30/06,5/31/06,6/30/06,7/31/06,8/31/06,9/30/06,10/31/06,11/30/06,12/31/06,1/31/07,2/28/07,3/31/07,4/30/07,5/31/07,6/30/07,7/31/07,8/31/07,9/30/07,10/31/07,11/30/07,12/31/07,1/31/08,2/29/08,3/31/08,4/30/08,5/31/08,6/30/08,7/31/08,8/31/08,9/30/08,10/31/08,11/30/08,12/31/08,1/31/09,2/28/09,3/31/09,4/30/09,5/31/09,6/30/09,7/31/09,8/31/09,9/30/09,10/31/09,11/30/09,12/31/09,1/31/10,2/28/10,3/31/10,4/30/10,5/31/10,6/30/10,7/31/10,8/31/10,9/30/10,10/31/10,11/30/10,12/31/10,1/31/11,2/28/11,3/31/11,4/30/11,5/31/11,6/30/11,7/31/11,8/31/11,9/30/11,10/31/11,11/30/11,12/31/11,1/31/12,2/29/12,3/31/12,4/30/12,5/31/12,6/30/12,7/31/12,8/31/12,9/30/12,10/31/12,11/30/12,12/31/12,1/31/13,2/28/13,3/31/13,4/30/13,5/31/13,6/30/13,7/31/13,8/31/13,9/30/13,10/31/13,11/30/13,12/31/13,1/31/14,2/28/14,3/31/14,4/30/14,5/31/14,6/30/14,7/31/14,8/31/14,9/30/14,10/31/14,11/30/14,12/31/14,1/31/15,2/28/15,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21,4/30/21,5/31/21,6/30/21,7/31/21,8/31/21,9/30/21,10/31/21,11/30/21,12/31/21,1/31/22,2/28/22
2890,473,Black Hawk County,County,IA,IA,Waterloo-Cedar Falls,19,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116520,116528,116543,116656,116936,117407,118068,118663,119135,119181,118965,118427,118088,117873,117873,117705,117780,117996,118580,118983,119290,119181,118967,118571,118220,117896,117768,117683,117751,117821,118075,118262,119634,120693,121842,121736,121976,121982,122009,121948,122167,122371,122564,121518,121320,120616,120228,118992,118188,118170,118256,118327,118563,118798,119202,120102,120825,121578,121604,121704,121693,121580,121509,121483,121793,122266,122810,123261,123470,123581,123646,123864,123826,123839,123886,124185,124463,124609,124909,125223,125356,125490,125756,126458,127077,127547,127745,127796,127768,127787,127825,127869,127755,127521,127519,127746,128101,128241,128383,128278,128075,127826,127887,127955,127937,128007,128245,128504,128706,128803,128773,128593,128349,128103,127853,127793,127714,127813,128095,128782,128220,127547,126838,127717,128339,128719,128759,128898,129070,129344,129818,130364,130940,131487,132162,132708,133050,133331,133584,134031,134387,134799,135107,135513,135883,136252,136567,136698,136699,136632,136784,136949,137266,137282,137439,137669,138169,138543,138864,139086,139512,140092,141020,141966,142557,143216,143748,144600,145364,146446,147701,149031,150415,151982,153494,155162,156813,158684
1819,474,Johnson County,County,IA,IA,Iowa City,19,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197064,197194,197118,196687,196254,195853,196000,195846,195610,195260,195162,195190,195324,195568,195767,195549,195485,195591,195960,196118,196191,196381,196369,196434,196188,195975,195545,194875,194212,193603,193446,193615,193947,194407,194722,195087,195468,195498,195502,195276,195388,195426,195607,195923,196329,196914,197559,198074,198519,198770,198875,198786,198879,199342,199907,200471,200973,201485,201901,202340,202734,203274,204413,205640,206742,207381,208146,208679,209023,209265,209769,210397,211145,211794,212619,213316,214174,214763,215055,215161,215360,215204,215043,214689,215023,215538,216237,216827,217394,218049,218962,219597,220199,220228,220647,221031,221908,222923,223662,224410,224974,226045,227272,228547,229621,230691,231218,231904,232391,233333,233920,234723,235558,236509,237160,237838,238522,239024,239432,239826,240507,240791,240914,240931,241012,241031,241029,241307,241430,241945,242591,243639,244058,244365,243459,242748,242210,242497,242988,243258,243917,244439,244680,245007,245067,245184,245241,245810,247149,249704,252511,254869,256352,259489,264092,268717,272018,273860
2519,475,San Juan County,County,NM,NM,Farmington,35,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101720,101554,100989,99852,98943,98574,98645,98965,98701,98473,97765,97394,96874,96974,98208,99814,100664,100595,100089,99978,99773,99792,99504,99290,99210,99209,99015,98834,98783,99197,99634,100384,101005,101664,102216,102878,103821,105361,106057,106500,106262,106746,107287,107525,107735,108181,108778,109552,110286,111141,110133,108863,107732,108625,109931,110924,111676,112167,112984,113698,114448,116776,115744,114500,111440,111905,112330,112704,112739,112629,112699,112702,112912,111884,111531,110925,111610,112036,112645,113120,113592,113995,114683,115269,115883,115844,115977,116098,116906,117517,118220,118433,118986,119506,120040,118744,117596,116307,116564,116930,118555,119855,121235,121615,122304,122515,122878,123030,123110,122782,122733,123354,124384,124999,125289,125637,126421,127132,127650,132225,136568,140998,141695,142251,142639,142429,142425,142521,142497,143362,145045,146880,149096,150456,152274,155318,158324,161720,162668,166311,170027,173757,176884,180333,183413,185527,187673,190914
711,476,Scott County,County,MN,MN,Minneapolis-St. Paul-Bloomington,27,139,185237,186346,187431,189543,191420,193116,194962,196817,198592,200069,201618,203472,205399,207389,209496,211655,213172,214570,216067,218413,220818,223216,225428,227559,229547,231374,232959,234675,236480,238273,239925,241578,243247,244753,246191,247702,249388,251058,252807,254436,256107,257629,259223,260813,262406,264045,265616,267243,268800,270362,271825,273190,274639,276179,277888,279587,281528,283371,285157,286631,288643,290566,292626,293826,295075,296076,297622,299125,300524,301772,303054,304472,305643,306693,307756,308761,309733,309474,308800,306894,305649,304448,304195,304200,304346,303585,302320,301171,300692,300026,298975,298623,298160,297279,295160,292465,289527,287350,286156,284736,282502,280508,278686,276233,272705,269641,266935,263993,259732,254838,250222,246403,244415,243930,244423,245003,244932,245161,244577,243505,241903,240779,240718,240893,241355,239863,237803,235208,233940,232368,231069,229176,227781,225886,223721,221575,219723,218905,218307,218287,217834,217577,216604,215733,214412,213495,214014,215090,216929,218074,219231,220050,221342,223225,225572,227728,230706,232715,235181,237094,240934,244217,247630,250134,252732,254342,255510,256890,258737,262670,265461,267696,267154,267435,267244,266885,266075,265552,265210,264694,264548,265028,266024,267325,267875,268276,268609,268760,269400,270090,272418,274946,277000,279319,281534,283760,284530,284975,285613,286512,287149,287902,288378,289212,290120,291494,292651,294163,295478,297152,298219,298949,300046,301096,303019,304910,307320,309900,312409,314282,315052,315059,315837,317185,318691,320008,321667,323646,325319,325729,325733,326595,327561,328298,327940,328720,329726,330314,331149,332781,335089,336933,338722,340218,340762,341377,342418,344532,345770,347897,350430,355066,359231,363859,367743,371396,376897,384181,392728,399276,404242,408846,413507,416146,418222,419355
2556,477,Stafford County,County,VA,VA,Washington-Arlington-Alexandria,51,179,,,,,,,,,,,,,,,,194042,194794,194784,195531,196707,198909,201421,203650,205692,207665,209530,211357,212946,215112,217712,220918,224278,227430,229878,231792,233779,236235,238980,242200,245855,249239,252867,256575,260411,264501,268207,272122,274925,277741,281087,284771,289061,294153,301420,311198,320127,326759,331011,335355,342263,349409,355698,361490,367319,374479,381775,391196,400408,407686,413469,418720,424818,429080,430486,432438,434556,438813,440772,440684,437638,433770,429121,426501,422900,420616,417770,415205,413185,411439,407730,401362,394785,389543,385916,382260,379957,371069,362559,354309,351871,346766,342226,335632,329800,322291,316801,309749,302057,294985,291568,287689,283610,278149,273992,271857,269761,268444,265990,266726,269495,271022,272714,272429,275096,276786,278717,279370,279029,278652,278908,279451,279172,278249,276243,275666,274388,273596,272581,271958,272563,271759,272370,271849,273175,274668,277893,280059,282239,283997,285334,285527,284764,285473,286131,287798,288421,290385,291487,295379,299008,302492,303656,304512,305317,306920,308665,311297,314004,316047,320185,322450,322801,320967,318950,318538,317076,317598,318417,319449,318993,318877,318014,317478,315972,315536,315101,315057,315186,315738,315577,315637,316009,315971,314642,312845,313741,316061,319077,321040,322240,322721,323447,324204,325729,327817,330111,331971,332758,333027,333107,333009,334129,336459,338881,340202,339370,338514,338591,340543,342016,343364,343880,345034,345949,346395,346282,346380,346351,348793,350306,351526,351044,350883,352133,352696,353474,354486,357498,359656,361370,361395,362112,361778,361355,361026,362239,364905,369913,375176,380351,385786,392628,399456,406545,412699,420525,427733,436448,443225,449609,453982,457866,461105,463292,465532,468442
2729,478,Hunterdon County,County,NJ,NJ,New York-Newark-Jersey City,34,19,256367,257630,259080,261859,264720,267387,269926,272051,274233,276705,279413,281988,284432,286970,289309,291558,293811,296309,298952,302025,305662,308658,310921,312303,314030,315957,318717,321341,323939,325866,328206,330623,333233,335903,340193,344231,348133,350086,352557,355370,358629,362108,364987,368401,371578,374665,376222,377431,378648,380725,382900,385445,388972,392286,395911,399411,403491,408409,412209,417771,420760,424278,427058,431619,436307,440365,444806,449269,453730,457991,461922,464441,466378,469189,471776,474798,476893,479080,478454,477456,476075,474768,471988,469368,468646,469145,468948,465935,463326,461762,461900,460747,458201,455774,453214,450812,448572,448054,445807,442638,437420,433546,430684,428374,426879,423853,419154,415272,413394,412286,408994,404115,397942,393662,389768,389575,386471,386720,386333,389993,391479,392502,393645,395871,397965,396415,393197,389489,388105,386473,384847,380955,380776,379741,380401,375102,372220,369844,370220,368566,367095,364708,365296,366555,366790,363658,358997,356224,354362,353509,352765,352422,353274,355107,354893,352835,349062,348961,352186,357327,361883,364481,366477,368381,368851,368724,368641,369083,371439,374397,377668,379410,379534,380861,382646,384581,385464,384880,384489,383427,383084,382897,382910,383515,383760,383928,382455,381070,379629,378882,377748,376243,374008,372961,371963,372897,374093,375209,376471,377550,379873,381343,383444,384321,385200,383965,384052,384209,385382,385095,383794,382542,382289,383012,383964,385119,384816,384946,385623,388016,391694,394248,395059,393968,392041,390487,389736,390417,392383,394076,395516,398026,398916,399127,397337,396207,395519,395637,394997,394612,395269,394672,395640,393772,394777,394425,396444,399034,402718,406443,410133,414020,419064,426084,431332,437179,442779,452914,462386,471040,476329,480243,483574,486894,490007,493222
2958,479,Livingston Parish,County,LA,LA,Baton Rouge,22,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133415,132740,132448,132218,132628,133543,134817,136401,138170,139966,141779,143557,145041,146692,147962,149311,150558,151909,153110,154371,155497,156600,157480,158604,159725,160729,161063,161326,161522,162048,162575,162992,163236,163426,163574,164037,164302,164628,164748,164754,164658,164481,164370,164126,163928,163791,164452,165489,166426,166682,166073,165254,164165,163491,162899,162429,162100,162344,163478,164923,164876,163901,162368,162322,162506,162707,162987,163329,163590,163392,161948,159775,157640,156337,155066,153718,153317,153716,153653,152964,151950,149092,148412,148193,150245,150474,150814,151085,150880,150439,150283,150726,151798,153020,154307,155921,157477,158605,159221,159887,160646,161187,161642,161562,161056,160607,159817,159854,160359,161423,162554,163330,163948,163979,163594,163317,163089,162715,162143,161638,161220,161041,161503,162382,163422,163922,164232,164573,164969,165700,165827,165798,165713,166530,167341,168361,168417,168698,168524,168672,168000,167399,167008,166938,167129,167538,168620,169482,170669,171371,172578,173700,175662,177246,178666,179439,180224,181369,182221,182639,181977,181357,180655,180049,179226,178668,178352,178504,178360,178476,178565,178507,178292,178374,179236,180412,181405,182095,182388,183078,183933,184695,184577,184593,184930,185716,185934,186521,187766,189714,191487,192994,194437,195691,197437,199379,201914,204151,206184,208566,210935,214147,216979,219921
960,480,Coweta County,County,GA,GA,Atlanta-Sandy Springs-Roswell,13,77,152515,152940,153435,154450,155318,155842,155984,156140,156460,157045,157715,158647,159385,160158,160741,161659,162544,163657,164789,165806,166774,167563,168550,169323,170036,170791,171430,172098,172426,172730,173095,173568,174139,174682,175177,175831,176162,176576,176872,177340,177735,178167,178701,179397,179947,180421,180642,180779,180965,181204,181535,181984,182520,182984,183374,183671,184009,184456,185061,185717,186214,186769,187509,188346,188985,189724,190516,191433,192234,192951,193705,194438,195049,195547,195511,196001,196651,197927,198977,199844,200326,200238,200331,200586,200980,201363,201723,202052,202274,202504,202594,202661,202632,202782,202662,202357,201804,201355,200986,200769,200208,199291,198171,197390,196439,195479,193165,190060,187057,184120,182533,180612,179661,178069,176841,175049,174042,173176,173399,173613,174167,174753,174611,174463,173905,173755,172937,171829,170498,169058,167296,165298,163074,161681,160913,160245,158973,156916,154984,153650,152824,152132,151820,151650,152135,151947,153070,153805,154700,155662,156987,158142,158380,158863,159834,160621,160939,161874,163020,164664,166339,167753,169266,170095,171887,173343,174492,174928,175806,176845,177876,178349,179615,180643,181489,182093,182760,183898,184878,186490,187478,188746,188845,189371,188944,189388,189569,190649,191701,192430,192626,192525,192996,193559,194359,196047,197891,199902,201199,202333,203385,204071,205094,206702,207283,207096,206020,206077,206919,207854,208345,208824,209486,210695,211850,213837,216183,218700,220001,220775,220392,220681,221276,223145,225000,226674,228194,228772,229755,230376,231308,232057,232702,233851,235134,236688,237845,238617,238912,239799,241038,241984,243331,244019,245659,246190,247804,249545,251620,253616,255823,259319,262673,266127,268759,271689,275803,282618,290025,297697,303706,311283,316821,322988,329843,338388
387,481,Blair County,County,PA,PA,Altoona,42,13,73478,73756,73855,74214,74461,74869,75195,75587,76017,76405,76904,77411,78161,78641,79217,79655,80250,80805,81364,81916,82348,82706,82892,83082,83316,83673,84042,84511,85084,85607,86107,86586,87140,87503,87575,87579,87887,88438,89014,89358,89793,90274,90866,91584,92368,93229,93744,94267,94736,95593,96416,97342,96855,96188,95270,95423,95578,95652,98480,98893,99210,96894,97288,98292,99116,99972,100953,102240,103557,103482,103012,103279,104342,105451,105465,105555,106014,106693,107037,107095,106892,107122,107322,107787,108311,108919,109111,109279,109622,110292,110954,111353,111487,111612,111593,111809,112077,111968,111559,110604,110631,111481,112124,111889,110741,110366,110548,110797,110738,110574,110324,109671,108120,106279,104947,102964,102335,101152,101363,100753,100789,101212,99229,97619,95328,95489,94812,94828,94804,94870,96284,95915,96439,95381,95614,95086,94723,94373,94158,93923,94151,94627,94643,94277,96344,98402,98733,96148,93481,93298,93205,94317,95153,94812,93044,91889,92467,94077,95527,96565,95374,94429,93668,94631,93914,94145,93953,94974,96420,98842,101416,103466,105541,107076,107026,107134,107360,108238,108839,109267,108959,108196,106147,104672,102763,102240,101767,102143,102255,102552,102549,103106,103520,103862,104443,105163,106433,107039,107596,107406,107295,107335,107543,108183,108072,108345,110125,112423,114904,115561,116680,117234,118072,118321,119143,119404,118802,117416,116708,116568,117298,117370,117606,116764,116258,116114,116378,116437,115833,115369,114505,114902,115964,117663,118925,119107,119443,119130,119532,119335,119387,118957,119595,120140,121243,122427,123863,124074,123838,122682,122582,123049,123678,124259,124593,125635,127172,128164,129856,132388,134641,136535,137466,138702,140009,141156
3071,482,Washington County,County,RI,RI,Providence-Warwick,44,9,181929,183178,184230,186339,188299,190277,192254,194104,195929,197799,199592,201311,202733,202903,204482,206147,209527,211606,213604,215562,217852,220904,223675,226455,228945,231940,234656,237746,241154,245303,249322,257165,266293,274967,279210,281425,284108,286478,291855,295936,301229,304877,310709,315737,317986,319841,322440,327498,332334,337294,341361,345427,348760,353116,356612,360947,365956,371852,375932,378390,379977,383169,385780,390127,394363,399658,404496,408573,412386,415255,417067,419282,420228,423170,427114,432997,435358,434569,430162,425627,419437,415417,411144,409546,406786,406467,402948,401527,399714,398741,397190,395658,394638,392601,392297,393101,394149,392779,392307,390528,387788,384684,380853,377400,373533,371245,368817,365156,360082,355876,350931,347990,346024,345460,345125,343529,342380,340174,338949,338495,341250,344051,345414,343629,340540,337575,336182,336260,336471,335502,334366,332726,330901,329457,328807,328639,328335,327856,326997,325286,324079,323610,323440,322806,321751,320530,319146,317952,316746,315823,314879,313410,312691,312476,313215,313381,313924,314533,316908,319192,321755,321711,321403,321130,322090,322645,323799,324504,326065,327274,328100,328169,327292,327669,328092,329226,330457,330893,330383,329252,328871,328632,329426,330220,331465,332592,333244,334711,335360,336524,337574,339045,339927,340830,341675,343448,344915,345649,347020,346964,347052,347203,349095,350284,351739,352464,355057,356718,358349,360605,363238,366256,368345,370376,372531,374964,376311,378127,379398,382250,384571,386255,386845,387942,389156,389817,389712,390249,390478,390960,390352,389396,388577,389233,391215,392708,393852,394520,395523,395485,395828,396482,399766,403760,407403,408385,410695,414621,420321,424472,428419,433525,440166,450041,458721,469098,479294,491545,503392,512903,519958,526752,533011,542783,550406,555735
2844,483,Sebastian County,County,AR,AR,Fort Smith,5,131,81176,81425,81532,81779,81932,82130,82340,82609,82943,83301,83782,84322,84960,85263,85517,85662,86012,86328,86717,87024,87342,87568,87769,87910,88013,88223,88373,88568,88830,89203,89627,89892,90184,90466,90769,91041,91246,91539,91797,92064,92342,92625,92756,92939,93280,93605,93778,93655,93605,93722,93991,94455,94766,95030,95159,95186,95286,95513,95805,96205,96737,97266,97758,98234,98800,99345,99832,100338,100825,101229,101755,102302,102828,103377,103910,104571,105104,105532,105830,106149,106580,107043,107542,107963,108316,108660,109095,109562,109821,110180,110598,111148,111418,111654,111807,112060,112114,112009,111861,111729,111767,111859,112020,111866,111637,111319,111279,111176,111329,111277,111157,110869,110553,110581,110592,110726,110556,110596,110787,111138,111328,111452,111563,111835,112017,112141,112083,112003,111605,109257,106895,104734,104301,103975,103706,103635,103605,103619,103739,103884,104066,104145,104182,104145,104200,104276,104386,104440,104514,104503,104518,104574,104741,104911,105062,105215,105399,105599,105759,105825,105816,105739,105663,105635,105697,105806,105824,105886,105967,106192,106402,106579,106743,106840,106948,107089,107313,107568,107803,107271,106679,106074,106239,106428,106545,106776,107212,107602,107903,108032,108079,108247,108615,109231,109671,110035,110292,110453,110361,110164,110102,110157,110376,110508,110789,111248,112054,112707,113371,113747,114124,114535,114791,115007,114939,115161,115437,115737,115690,115749,115969,116582,117228,117488,117498,117894,118626,119520,119866,120089,120049,120047,120365,120747,121079,121536,122365,123314,123973,124389,124867,125288,125810,126461,127037,128081,127503,126665,126429,128122,130196,131351,132155,133181,134450,136107,137672,139915,141994,144309,146039,147970,150205,152294,153579,155342
335,484,Wood County,County,OH,OH,Toledo,39,173,129614,129680,129706,129935,130323,130784,131023,131347,131997,132934,134049,134967,135718,136337,137179,138132,138742,138799,139225,139801,140728,141468,142100,142468,142626,143060,143469,143830,144212,144567,144846,145131,145296,145449,145382,145784,146289,146647,147030,147036,146956,147116,147286,147751,148089,148774,149221,149947,150282,150245,149944,149260,149703,150725,152144,152604,152816,153131,154040,153773,153879,153987,154067,155017,155352,156019,156764,157575,157498,156981,156854,157546,158018,158164,158324,158028,158830,159404,160606,160725,161273,160791,160543,160743,161423,162499,162590,162178,161966,161033,161559,160839,160055,158432,156500,155671,154566,154258,154195,154009,153546,152995,152254,151784,151302,150912,150617,150167,149906,149577,149390,149203,148704,148074,147126,146502,145958,145656,145231,144645,144333,144091,144229,144306,144225,143974,143309,143008,142759,142656,142264,141475,140733,140105,139762,139472,139149,138926,138459,138292,138130,138262,138100,137862,137613,137155,136864,136648,136519,136397,135936,135820,135640,135718,135610,135445,135321,135297,135410,135562,135584,135764,135656,135791,135949,136749,137479,137719,137678,137638,138079,138693,139250,139913,140259,140762,141167,141719,142241,142604,143707,144221,147920,149539,150740,148001,142653,141990,141490,144889,145030,145346,145787,145750,144961,146184,147153,149690,150258,151070,151598,151866,152265,152543,152929,153379,154138,155016,155831,156543,157549,158584,159356,159799,159824,160073,160018,160718,161363,162425,163212,164509,165903,166447,166620,166102,166097,165886,166472,166794,166225,164994,165395,166341,168124,168791,170003,170972,172372,174211,175884,176795,177109,178005,179363,180724,181583,182256,183500,185189,186698,187905,188533,189538,191590,194172,196826,198964,201500,203856,205890,207157,208970,210855,213327,215801
1500,485,Wright County,County,MN,MN,Minneapolis-St. Paul-Bloomington,27,171,161101,161905,162784,164607,166223,167460,168706,170051,171729,173222,174944,176739,178622,180356,181893,182804,183874,184796,186363,187912,189720,191486,193202,194924,196614,198157,199517,200755,201953,202956,204125,205198,206603,207901,209158,210268,211425,212615,213837,215163,216482,217634,218738,220176,221855,223547,225273,227089,228627,229927,231000,232463,233817,235135,236326,237787,239364,240977,242384,243771,245246,246912,248759,250354,251831,253011,254251,255485,256964,258274,259562,260544,261613,262757,263247,263503,263794,264224,264805,265213,265647,265420,264273,263431,263123,263119,262782,261487,260559,259893,259480,258574,256733,255088,252543,249028,245324,237591,234501,232070,233141,230875,226802,223540,219938,217177,213725,210783,206861,204001,199388,195240,191405,189821,189747,189450,188011,186515,185870,186744,187499,188624,190338,192693,194519,196838,196235,195295,193277,192226,190697,184587,181206,177702,176275,173379,170317,169599,166894,165697,162413,162075,160490,162192,163229,165465,167552,168636,169391,169430,171156,173859,176816,178717,180940,182778,185204,186897,189341,192105,196113,198194,199905,199675,200867,202982,204836,207427,209513,210942,211437,211998,213019,212665,211264,210072,210638,211838,212877,212071,210284,210695,212844,216099,218190,219881,221672,222227,222798,223377,225086,227860,231921,236443,238637,237748,235894,234319,234624,235664,237663,239450,240355,239800,239250,239932,242154,244747,246559,247991,249414,250274,252246,253364,255482,257587,259441,259034,257506,257950,259766,262162,263136,264853,266521,268281,270636,271269,270878,272362,273647,275935,275180,276467,277277,278307,280008,280788,282135,282120,282757,281458,280763,280680,282287,284446,287354,290323,292433,294016,296894,300236,303280,305400,308932,312846,317802,323310,329493,335856,340305,344391,347436,349940,351572,353250
2506,486,Richland County,County,OH,OH,Mansfield,39,139,92201,92537,92738,93150,93438,93783,94102,94340,94533,94757,94955,95157,95345,95541,95658,95722,95884,96161,96481,96941,97331,97622,97711,97815,97983,98145,98216,98568,98969,99516,99822,100197,100594,101014,101367,101666,101848,102203,102459,102677,102653,102695,102887,103145,103438,103753,104096,104340,104726,105235,105652,106114,106304,106643,106658,106722,106828,107156,107385,107587,107688,107844,108034,108200,108343,108410,108692,109068,109626,110061,110793,111214,111592,111829,112172,112407,112612,112845,113075,113377,113738,114266,114704,115145,115503,115801,115989,116068,116187,116424,116681,116820,116667,116260,113867,110874,107416,105626,101660,99444,97342,97664,97864,97841,99002,98971,99664,99358,98693,97600,96805,96310,95646,95174,94533,94172,93350,92638,92597,92310,92394,91839,90379,87585,85703,84472,84488,83337,82700,82062,81504,80371,79836,78468,78418,77654,79864,81384,83301,83376,83671,83691,83781,83640,83109,82116,81264,81379,80754,80232,79322,79474,79664,79785,80021,80853,81786,83247,84327,85356,85217,85530,85405,85457,84734,85213,85295,84875,82939,81963,81358,82802,83623,84455,84552,85098,85755,85131,84561,84896,85955,87095,87534,88067,89852,90655,91891,91690,92682,93786,95410,96577,97817,98851,99814,99310,98399,97899,96799,95674,94297,94099,93332,92743,92630,93515,94534,94679,94704,95012,96248,98558,100763,103095,103010,103487,103604,104397,104653,105227,106584,107937,108784,109223,109457,109652,110070,110307,110774,111474,112199,112915,113621,114775,116038,115911,115895,116300,117669,118895,119777,121603,123243,124075,122490,120639,119074,119492,120006,121305,123080,124551,128441,131662,136177,137884,139970,141856,144143,146021,147492,148938,151143,153336,155283,156383
2221,487,Comanche County,County,OK,OK,Lawton,40,31,66088,66133,66225,66369,66559,66708,66890,66975,67023,67031,67182,67412,67781,68070,68314,68478,68636,68817,68926,69052,69153,69278,69360,69422,69474,69614,69742,69826,69858,69909,70031,70165,70339,70536,70681,70818,70919,71142,71374,71629,71743,71829,71850,71953,72085,72253,70895,69527,68159,68333,68520,68601,68560,68600,68749,69000,69268,69589,70068,70413,71047,71415,71852,72318,72985,73388,73714,74137,74868,75460,75937,76458,76974,77633,78205,78866,79531,80403,81107,81638,82072,82500,83071,83591,84196,84835,85455,86011,86449,86699,87128,87494,88093,88294,88423,88481,88697,88939,89166,89463,88081,86661,85076,85131,85079,85061,85240,85419,85598,85589,85653,85678,85696,85698,85686,85630,85544,85501,85464,85422,85383,85395,85454,85516,85620,85736,85840,85921,85930,85991,85912,85798,85387,84969,84569,84407,84368,84412,84517,84604,84668,84723,84757,84809,84866,84962,85069,85185,85292,85445,85566,85678,85717,85457,85204,85003,85149,85309,85464,85543,85595,85651,85730,85835,85897,85998,86107,86258,86458,86656,86896,87107,87366,87663,87967,88258,88464,88788,89061,89367,89590,89884,90107,90239,90361,90576,90815,91018,91111,91448,91779,92184,92312,92415,92449,92507,92579,92655,92731,92809,92888,93041,93381,93777,94185,94395,94576,94699,94739,95123,95543,96032,96148,96326,96464,96258,96110,95741,95629,95213,95026,94933,94934,95112,95086,95158,95144,95516,95769,96053,96265,96440,96739,96945,97252,97395,97549,97544,97801,98018,98582,98812,99086,99191,102339,101894,101433,98303,99111,101030,103176,105150,106531,107731,108878,109867,110839,110462,110062,109884,111617,113167,114498,115642,117016,118530
